"","idx","name","selected","f[(1)](id, age)","f[(2)](age)","f[(3)](diseaseAge)","f[(4)](sex, age)","f[(5)](group)","noise","max(Rhat)","n","N","N_cases","flag"
"1106",1106,"Q05707","f[(2)](age), f[(1)](id, age)",0.177,0.458,0.011,0.027,0.003,0.325,1.001,189,21,11,0
"1107",1107,"Q06033","f[(1)](id, age), f[(2)](age)",0.304,0.064,0.003,0.007,0,0.622,1.002,189,21,11,0
"1108",1108,"Q06124","f[(1)](id, age), f[(2)](age)",0.181,0.035,0.005,0.01,0.006,0.763,1.002,98,11,7,0
"1109",1109,"Q06141","f[(1)](id, age), f[(4)](sex, age)",0.212,0.007,0.006,0.193,0.003,0.578,1.001,135,15,7,0
"1110",1110,"Q06187","f[(1)](id, age), f[(2)](age)",0.154,0.1,0.002,0.018,0,0.726,1.003,189,21,11,0
"1111",1111,"Q06323","f[(1)](id, age), f[(2)](age)",0.069,0.055,0.002,0.004,0.001,0.87,1.002,189,21,11,0
"1112",1112,"Q06828","f[(2)](age), f[(1)](id, age)",0.157,0.399,0,0.016,0.002,0.425,1.002,189,21,11,0
"1113",1113,"Q06830","f[(1)](id, age), f[(2)](age)",0.352,0.195,0.003,0.004,0.001,0.444,1.001,189,21,11,0
"1114",1114,"Q07075","f[(1)](id, age)",0.721,0.001,0.001,0.006,0.005,0.266,1.001,189,21,11,0
"1115",1115,"Q07954","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.14,0.099,0.002,0.093,0,0.666,1.002,189,21,11,0
"1116",1116,"Q07960","f[(1)](id, age), f[(2)](age)",0.187,0.068,0.003,0.026,0.002,0.713,1.001,171,19,9,0
"1117",1117,"Q08174","f[(1)](id, age), f[(2)](age)",0.478,0.151,0.001,0.017,0.002,0.351,1.001,189,21,11,0
"1118",1118,"Q08188","f[(1)](id, age), f[(2)](age)",0.496,0.032,0.004,0.024,0.008,0.435,1.002,149,17,9,0
"1119",1119,"Q08345","f[(1)](id, age)",0.24,0.032,0.002,0.009,0.005,0.713,1.003,177,20,10,0
"1120",1120,"Q08380","f[(1)](id, age), f[(2)](age)",0.645,0.086,0.003,0.006,0.01,0.249,1.002,189,21,11,0
"1121",1121,"Q08495","f[(4)](sex, age), f[(2)](age)",0.021,0.037,0.004,0.133,0,0.804,1.002,108,12,7,0
"1122",1122,"Q08554","f[(1)](id, age)",0.398,0.01,0,0.004,0.005,0.583,1.001,189,21,11,0
"1123",1123,"Q08830","f[(1)](id, age), f[(5)](group)",0.232,0.021,0.001,0.02,0.045,0.681,1.001,189,21,11,0
"1124",1124,"Q08ET2","f[(1)](id, age), f[(4)](sex, age)",0.666,0.024,0.002,0.032,0.012,0.264,1.002,171,19,10,0
"1125",1125,"Q09328","f[(1)](id, age), f[(2)](age)",0.233,0.127,0.004,0.015,0.001,0.62,1.001,153,17,9,0
"1126",1126,"Q0VAF6","f[(1)](id, age), f[(2)](age)",0.69,0.103,0.023,0.002,0.019,0.163,1.002,99,11,5,0
"1127",1127,"Q0ZGT2","f[(1)](id, age), f[(4)](sex, age)",0.204,0.012,0.006,0.062,0.004,0.711,1.001,117,13,8,0
"1128",1128,"Q10469","f[(1)](id, age)",0.518,0,0.024,0.009,0.002,0.447,1.003,126,14,6,0
"1129",1129,"Q10471","f[(1)](id, age), f[(2)](age)",0.483,0.076,0.002,0.002,0.002,0.434,1.002,189,21,11,0
"1130",1130,"Q10472","f[(1)](id, age)",0.53,0.007,0.001,0.002,0.003,0.457,1.001,162,18,8,0
"1131",1131,"Q12797","f[(1)](id, age)",0.236,0.007,0.012,0.007,0.019,0.718,1.001,151,17,10,0
"1132",1132,"Q12805","f[(1)](id, age), f[(2)](age)",0.387,0.188,0.006,0.008,0,0.41,1.001,189,21,11,0
"1133",1133,"Q12805.1","f[(1)](id, age)",0.685,0.01,0.008,0.004,0.01,0.282,1.001,161,18,11,0
"1134",1134,"Q12841","f[(2)](age), f[(1)](id, age)",0.179,0.393,0.004,0.009,0.012,0.404,1.001,189,21,11,0
"1135",1135,"Q12860","f[(1)](id, age), f[(5)](group), f[(2)](age)",0.251,0.051,0.008,0.009,0.057,0.623,1.002,189,21,11,0
"1136",1136,"Q12864","f[(1)](id, age), f[(2)](age)",0.58,0.172,0.012,0.008,0.003,0.224,1.002,189,21,11,0
"1137",1137,"Q12882","f[(1)](id, age)",0.631,0,0.003,0.007,0.003,0.354,1.003,152,17,9,0
"1138",1138,"Q12907","f[(1)](id, age)",0.56,0.005,0.001,0.003,0,0.431,1.001,189,21,11,0
"1139",1139,"Q13093","f[(1)](id, age), f[(2)](age)",0.357,0.204,0.001,0.004,0.002,0.432,1.001,189,21,11,0
"1140",1140,"Q13103","f[(1)](id, age), f[(2)](age)",0.819,0.072,0.001,0.004,0.005,0.098,1.001,189,21,11,0
"1141",1141,"Q13177","f[(1)](id, age)",0.23,0.01,0.007,0.014,0.01,0.729,1.003,126,14,7,0
"1142",1142,"Q13201","f[(1)](id, age)",0.557,0.034,0.01,0.004,0.001,0.394,1.001,189,21,11,0
"1143",1143,"Q13217","f[(1)](id, age), f[(2)](age)",0.479,0.021,0.02,0.011,0.007,0.463,1.002,171,19,9,0
"1144",1144,"Q13228","f[(2)](age), f[(1)](id, age)",0.296,0.313,0.006,0.011,0.004,0.37,1.002,189,21,11,0
"1145",1145,"Q13231","f[(1)](id, age)",0.693,0.003,0.019,0.022,0.002,0.26,1.003,144,16,8,0
"1146",1146,"Q13232","f[(1)](id, age), f[(2)](age), f[(5)](group), f[(4)](sex, age)",0.18,0.062,0.021,0.05,0.051,0.636,1.003,180,20,10,0
"1147",1147,"Q13275","f[(1)](id, age), f[(5)](group)",0.36,0.021,0.001,0.019,0.037,0.561,1.001,189,21,11,0
"1148",1148,"Q13308","f[(1)](id, age), f[(2)](age)",0.345,0.316,0.001,0.001,0.011,0.325,1.001,189,21,11,0
"1149",1149,"Q13332","f[(1)](id, age), f[(2)](age)",0.357,0.143,0.004,0.014,0,0.481,1.003,189,21,11,0
"1150",1150,"Q13421","f[(1)](id, age), f[(2)](age), f[(5)](group)",0.558,0.087,0.005,0.017,0.046,0.287,1.001,189,21,11,0
"1151",1151,"Q13444","f[(1)](id, age)",0.676,0.007,0,0.011,0.006,0.3,1.001,125,14,8,0
"1152",1152,"Q13508","f[(1)](id, age), f[(2)](age)",0.458,0.06,0.002,0.018,0.002,0.46,1.001,189,21,11,0
"1153",1153,"Q13561","f[(1)](id, age), f[(4)](sex, age), f[(2)](age)",0.105,0.036,0.003,0.066,0.035,0.755,1.002,117,13,6,0
"1154",1154,"Q13642","f[(1)](id, age), f[(2)](age)",0.147,0.088,0.003,0.026,0.007,0.73,1.001,189,21,11,0
"1155",1155,"Q13683","f[(1)](id, age), f[(2)](age)",0.213,0.091,0.004,0.003,0.008,0.682,1.001,188,21,11,0
"1156",1156,"Q13724","f[(1)](id, age), f[(3)](diseaseAge), f[(2)](age)",0.425,0.029,0.051,0.005,0.026,0.463,1.001,117,13,5,0
"1157",1157,"Q13740","f[(1)](id, age)",0.4,0.028,0.004,0.006,0.01,0.553,1.001,189,21,11,0
"1158",1158,"Q13790","f[(1)](id, age), f[(2)](age)",0.637,0.13,0,0.017,0.001,0.215,1.001,189,21,11,0
"1159",1159,"Q13797","f[(1)](id, age)",0.455,0.001,0.002,0.025,0.011,0.507,1.001,99,11,10,0
"1160",1160,"Q13867","f[(1)](id, age), f[(2)](age)",0.804,0.046,0.004,0.005,0.004,0.139,1.002,189,21,11,0
"1161",1161,"Q14008","f[(2)](age)",0.007,0.541,0.009,0.002,0.001,0.44,1.002,189,21,11,0
"1162",1162,"Q14012","f[(2)](age), f[(1)](id, age)",0.062,0.132,0.005,0.015,0.002,0.784,1.001,162,18,9,0
"1163",1163,"Q14019","f[(1)](id, age), f[(2)](age)",0.114,0.086,0.005,0.009,0,0.786,1.001,189,21,11,0
"1164",1164,"Q14112","f[(1)](id, age), f[(2)](age)",0.324,0.057,0.001,0.013,0.005,0.599,1.003,162,18,8,0
"1165",1165,"Q14118","f[(1)](id, age), f[(2)](age), f[(5)](group)",0.487,0.128,0.004,0.026,0.038,0.318,1.002,189,21,11,0
"1166",1166,"Q14126","f[(1)](id, age), f[(2)](age)",0.43,0.256,0.001,0.003,0.017,0.294,1.002,189,21,11,0
"1167",1167,"Q14204","f[(1)](id, age), f[(2)](age)",0.379,0.025,0.008,0.005,0.021,0.562,1.003,177,20,11,0
"1168",1168,"Q14247","f[(1)](id, age), f[(2)](age)",0.079,0.077,0.001,0.012,0.001,0.829,1.002,189,21,11,0
"1169",1169,"Q14314","f[(1)](id, age), f[(2)](age)",0.559,0.129,0.001,0.009,0.001,0.3,1.001,189,21,11,0
"1170",1170,"Q14315","f[(1)](id, age), f[(2)](age)",0.409,0.375,0.001,0.008,0.009,0.198,1.001,108,12,7,0
"1171",1171,"Q14393","f[(4)](sex, age), f[(2)](age), f[(1)](id, age)",0.147,0.375,0,0.386,0.001,0.092,1.004,189,21,11,0
"1172",1172,"Q14508","f[(1)](id, age), f[(2)](age)",0.555,0.032,0.002,0.004,0.023,0.384,1.001,126,14,10,0
"1173",1173,"Q14515","f[(1)](id, age), f[(2)](age)",0.485,0.151,0.002,0.016,0.016,0.33,1.002,189,21,11,0
"1174",1174,"Q14520","f[(1)](id, age), f[(2)](age)",0.471,0.032,0.007,0.012,0.001,0.478,1.002,189,21,11,0
"1175",1175,"Q14554","f[(1)](id, age), f[(4)](sex, age)",0.313,0.02,0.004,0.023,0.022,0.618,1.002,151,17,8,0
"1176",1176,"Q14563","f[(1)](id, age), f[(2)](age)",0.448,0.07,0.002,0.03,0.003,0.448,1.002,126,14,6,0
"1177",1177,"Q14574","f[(1)](id, age), f[(2)](age)",0.362,0.071,0.002,0.003,0.001,0.561,1.001,189,21,11,0
"1178",1178,"Q14624","f[(1)](id, age)",0.773,0.012,0.001,0.004,0.003,0.208,1.003,189,21,11,0
"1179",1179,"Q14624.1","f[(1)](id, age)",0.615,0.021,0,0.012,0.007,0.344,1.003,187,21,11,0
"1180",1180,"Q14644","f[(2)](age), f[(1)](id, age)",0.107,0.114,0.008,0.027,0.001,0.744,1.003,171,19,11,0
"1181",1181,"Q14697","f[(1)](id, age)",0.511,0.001,0.001,0.022,0.009,0.456,1.002,189,21,11,0
"1182",1182,"Q14766","f[(1)](id, age), f[(2)](age)",0.439,0.034,0.007,0.016,0.004,0.5,1.003,189,21,11,0
"1183",1183,"Q14847","f[(1)](id, age), f[(2)](age)",0.134,0.114,0.004,0.016,0.002,0.73,1.002,189,21,11,0
"1184",1184,"Q14956","f[(1)](id, age)",0.534,0.008,0.002,0.006,0.001,0.45,1.001,189,21,11,0
"1185",1185,"Q14974","f[(2)](age), f[(1)](id, age)",0.049,0.071,0.004,0.004,0.001,0.871,1.002,180,20,10,0
"1186",1186,"Q14982","f[(2)](age), f[(1)](id, age)",0.276,0.422,0.016,0.001,0.017,0.268,1.001,189,21,11,0
"1187",1187,"Q15008","f[(2)](age), f[(1)](id, age)",0.118,0.125,0.007,0.007,0.033,0.709,1.001,99,11,4,0
"1188",1188,"Q15063","f[(1)](id, age), f[(2)](age)",0.469,0.193,0.003,0.01,0.001,0.324,1.002,189,21,11,0
"1189",1189,"Q15063.1","f[(1)](id, age), f[(4)](sex, age), f[(2)](age)",0.491,0.043,0.001,0.046,0.031,0.388,1.001,180,20,11,0
"1190",1190,"Q15084","f[(1)](id, age), f[(2)](age)",0.187,0.075,0.001,0.031,0.003,0.704,1.001,189,21,11,0
"1191",1191,"Q15102","f[(2)](age), f[(1)](id, age), f[(3)](diseaseAge)",0.232,0.332,0.159,0.02,0.019,0.239,1.002,117,13,3,0
"1192",1192,"Q15113","f[(1)](id, age), f[(2)](age)",0.155,0.035,0.023,0.005,0.001,0.78,1.003,189,21,11,0
"1193",1193,"Q15166","f[(1)](id, age), f[(2)](age)",0.631,0.154,0,0.002,0,0.213,1.001,189,21,11,0
"1194",1194,"Q15223","f[(1)](id, age), f[(2)](age)",0.461,0.095,0.002,0.027,0.012,0.404,1.002,189,21,11,0
"1195",1195,"Q15293","f[(1)](id, age)",0.38,0.017,0.002,0.009,0.018,0.573,1.001,180,20,11,0
"1196",1196,"Q15365","f[(2)](age), f[(1)](id, age)",0.094,0.142,0.004,0.004,0.018,0.738,1.002,189,21,11,0
"1197",1197,"Q15375","f[(1)](id, age), f[(2)](age)",0.497,0.042,0.004,0.018,0.02,0.419,1.001,162,18,9,0
"1198",1198,"Q15404","f[(1)](id, age), f[(2)](age)",0.122,0.118,0.004,0.021,0.002,0.733,1.003,189,21,11,0
"1199",1199,"Q15485","f[(1)](id, age), f[(5)](group)",0.296,0.019,0.002,0.021,0.045,0.617,1.004,189,21,11,0
"1200",1200,"Q15555","f[(2)](age), f[(1)](id, age)",0.113,0.129,0.002,0.015,0.001,0.741,1.003,189,21,11,0
"1201",1201,"Q15582","f[(1)](id, age), f[(2)](age)",0.684,0.099,0.002,0.012,0.001,0.204,1.001,189,21,11,0
"1202",1202,"Q15691","f[(2)](age), f[(1)](id, age)",0.101,0.111,0.001,0.016,0,0.771,1.002,189,21,11,0
"1203",1203,"Q15746","f[(2)](age), f[(1)](id, age), f[(5)](group)",0.085,0.086,0.003,0.032,0.038,0.755,1.003,189,21,11,0
"1204",1204,"Q15828","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.401,0.188,0.001,0.042,0.03,0.338,1.001,189,21,11,0
"1205",1205,"Q15843","f[(1)](id, age)",0.034,0.029,0.001,0.003,0,0.933,1.004,171,19,10,0
"1206",1206,"Q15848","f[(1)](id, age), f[(2)](age)",0.448,0.336,0.016,0.018,0.001,0.182,1.001,189,21,11,0
"1207",1207,"Q15942","f[(2)](age), f[(1)](id, age)",0.079,0.11,0.003,0.017,0.001,0.789,1.002,189,21,11,0
"1208",1208,"Q16270","f[(1)](id, age)",0.538,0.02,0.001,0.017,0.004,0.421,1.003,189,21,11,0
"1209",1209,"Q16394","f[(1)](id, age), f[(2)](age)",0.191,0.049,0.001,0.009,0,0.749,1.002,189,21,11,0
"1210",1210,"Q16531","f[(1)](id, age), f[(2)](age)",0.259,0.077,0.002,0.003,0.026,0.634,1.001,153,17,8,0
"1211",1211,"Q16539","f[(1)](id, age), f[(2)](age)",0.107,0.069,0.004,0.018,0.019,0.783,1.002,180,20,11,0
"1212",1212,"Q16543","f[(1)](id, age), f[(2)](age), f[(5)](group)",0.142,0.064,0.001,0.021,0.043,0.729,1.002,171,19,10,0
"1213",1213,"Q16555","f[(1)](id, age), f[(2)](age), f[(5)](group)",0.119,0.1,0.007,0.026,0.044,0.704,1.002,189,21,11,0
"1214",1214,"Q16610","f[(1)](id, age)",0.25,0.009,0.002,0.001,0.008,0.73,1.002,189,21,11,0
"1215",1215,"Q16620","f[(1)](id, age), f[(5)](group)",0.488,0.01,0.014,0.012,0.02,0.457,1.002,189,21,11,0
"1216",1216,"Q16627","f[(1)](id, age), f[(2)](age)",0.299,0.124,0.002,0.009,0.001,0.565,1.002,189,21,11,0
"1217",1217,"Q16651","f[(1)](id, age), f[(2)](age), f[(5)](group)",0.572,0.122,0.012,0.009,0.048,0.238,1.004,108,12,3,0
"1218",1218,"Q16658","f[(1)](id, age), f[(2)](age), f[(3)](diseaseAge)",0.33,0.203,0.037,0.028,0.001,0.4,1.003,176,20,11,0
"1219",1219,"Q16706","f[(1)](id, age), f[(2)](age)",0.486,0.077,0.003,0.006,0.002,0.426,1.002,189,21,11,0
"1220",1220,"Q16787","f[(1)](id, age), f[(2)](age)",0.532,0.037,0.002,0.011,0.013,0.405,1.002,180,20,10,0
"1221",1221,"Q16832","f[(1)](id, age)",0.437,0.001,0.013,0.004,0.015,0.53,1.001,149,18,8,0
"1222",1222,"Q16853","f[(1)](id, age)",0.659,0.015,0.002,0.003,0.003,0.319,1.003,189,21,11,0
"1223",1223,"Q16881","f[(1)](id, age)",0.058,0.001,0.003,0.002,0.003,0.932,1.001,144,17,8,0
"1224",1224,"Q24JP5","f[(1)](id, age), f[(2)](age)",0.286,0.251,0.006,0.003,0.007,0.448,1.001,189,21,11,0
"1225",1225,"Q27J81","f[(1)](id, age)",0.641,0.012,0.013,0.003,0.001,0.329,1.001,112,13,7,0
"1226",1226,"Q29940","f[(1)](id, age)",0.761,0.033,0.001,0.006,0.008,0.191,1.001,171,19,11,0
"1227",1227,"Q3ZCW2","f[(2)](age), f[(1)](id, age)",0.069,0.114,0.001,0.014,0,0.802,1.003,189,21,11,0
"1228",1228,"Q495W5","f[(1)](id, age), f[(2)](age)",0.647,0.036,0.003,0.004,0.011,0.298,1.001,189,21,11,0
"1229",1229,"Q4KMG0","f[(2)](age), f[(1)](id, age)",0.198,0.367,0.004,0.014,0.013,0.403,1.002,189,21,11,0
"1230",1230,"Q504Y2","f[(1)](id, age)",0.502,0.022,0.003,0.004,0.019,0.451,1.002,144,16,10,0
"1231",1231,"Q53RD9","f[(1)](id, age)",0.467,0.003,0.002,0.012,0.006,0.509,1.001,126,14,7,0
"1232",1232,"Q58EX2","f[(1)](id, age), f[(2)](age)",0.324,0.23,0.008,0.002,0.002,0.434,1.006,189,21,11,0
"1233",1233,"Q5BLP8","f[(2)](age), f[(1)](id, age)",0.261,0.553,0.001,0.005,0.003,0.178,1.003,180,20,11,0
"1234",1234,"Q5JSH3","f[(1)](id, age), f[(2)](age)",0.092,0.088,0.004,0.019,0.009,0.789,1.002,171,19,10,0
"1235",1235,"Q5KU26","f[(1)](id, age), f[(2)](age)",0.343,0.217,0.006,0.013,0,0.42,1.013,189,21,11,0
"1236",1236,"Q5T0T0","f[(2)](age)",0.007,0.618,0.007,0.003,0.001,0.365,1.002,135,15,6,0
"1237",1237,"Q5T2D2","f[(1)](id, age), f[(2)](age)",0.471,0.342,0.002,0.007,0.001,0.176,1.002,189,21,11,0
"1238",1238,"Q5T3I4","f[(1)](id, age), f[(2)](age)",0.64,0.08,0.002,0.006,0.003,0.27,1.002,116,13,6,0
"1239",1239,"Q5T6H7","f[(5)](group), f[(4)](sex, age)",0.036,0.009,0.003,0.065,0.091,0.795,1.002,99,11,7,0
"1240",1240,"Q5T985","f[(1)](id, age), f[(4)](sex, age), f[(5)](group)",0.569,0.027,0.01,0.066,0.05,0.278,1.001,108,12,7,0
"1241",1241,"Q5T987","f[(1)](id, age), f[(4)](sex, age)",0.326,0.004,0.014,0.051,0.023,0.581,1.001,126,14,9,0
"1242",1242,"Q5TCJ5","f[(1)](id, age), f[(2)](age), f[(3)](diseaseAge)",0.417,0.075,0.04,0.031,0.001,0.436,1.001,171,19,9,0
"1243",1243,"P07951","f[(2)](age), f[(1)](id, age)",0.088,0.107,0.002,0.023,0.013,0.767,1.001,189,21,11,0
"1244",1244,"Q5VU97","f[(1)](id, age), f[(5)](group)",0.291,0.017,0.006,0.013,0.08,0.592,1.002,108,12,7,0
"1245",1245,"Q5VW32","f[(2)](age), f[(1)](id, age)",0.084,0.086,0.004,0.017,0.004,0.806,1.003,99,11,7,0
"1246",1246,"Q5VY43","f[(1)](id, age), f[(2)](age)",0.443,0.019,0.002,0.01,0.019,0.506,1.002,189,21,11,0
"1247",1247,"Q641Q3","f[(1)](id, age), f[(2)](age)",0.486,0.206,0.003,0.011,0.03,0.264,1.001,153,17,8,0
"1248",1248,"Q6E0U4","f[(1)](id, age), f[(5)](group), f[(2)](age)",0.238,0.052,0.002,0.007,0.055,0.646,1.001,153,17,10,0
"1249",1249,"Q6EMK4","f[(1)](id, age)",0.764,0.02,0.001,0.001,0.007,0.208,1.002,189,21,11,0
"1250",1250,"Q6FHJ7","f[(1)](id, age), f[(2)](age), f[(5)](group)",0.403,0.15,0,0.031,0.035,0.382,1.002,189,21,11,0
"1251",1251,"Q6IBS0","f[(1)](id, age), f[(2)](age), f[(5)](group)",0.328,0.069,0.009,0.022,0.027,0.544,1.002,170,20,10,0
"1252",1252,"Q6P179","f[(1)](id, age), f[(5)](group)",0.86,0.001,0,0.007,0.056,0.076,1.002,180,20,10,0
"1253",1253,"Q6P4E1","f[(1)](id, age), f[(2)](age), f[(5)](group)",0.399,0.116,0.003,0.018,0.058,0.406,1.001,180,20,10,0
"1254",1254,"Q6Q788","f[(1)](id, age)",0.503,0.002,0.001,0.009,0.001,0.486,1.001,171,19,10,0
"1255",1255,"Q6QNK2","f[(1)](id, age), f[(2)](age)",0.545,0.129,0.004,0.01,0.024,0.288,1.006,153,17,7,0
"1256",1256,"Q6UVK1","f[(1)](id, age), f[(2)](age)",0.299,0.136,0.003,0.035,0.002,0.526,1.002,189,21,11,0
"1257",1257,"Q6UWP8","f[(1)](id, age), f[(4)](sex, age)",0.301,0.016,0.009,0.021,0.01,0.644,1.002,189,21,11,0
"1258",1258,"Q6UWY5","f[(1)](id, age)",0.531,0.034,0.003,0.003,0.007,0.422,1.002,162,18,9,0
"1259",1259,"Q6UX71","f[(1)](id, age)",0.75,0.003,0.001,0.005,0.001,0.24,1.001,189,21,11,0
"1260",1260,"Q6UXB8","f[(2)](age), f[(1)](id, age)",0.179,0.46,0.008,0.007,0.018,0.328,1.003,189,21,11,0
"1261",1261,"Q6UXG3","f[(1)](id, age), f[(2)](age)",0.429,0.096,0.002,0.012,0.036,0.426,1.001,176,20,11,0
"1262",1262,"Q6UXH0","f[(1)](id, age), f[(4)](sex, age)",0.221,0.003,0.006,0.051,0.002,0.717,1.001,144,16,10,0
"1263",1263,"Q6UXH9","f[(1)](id, age)",0.546,0.002,0.003,0.017,0.001,0.431,1.001,189,21,11,0
"1264",1264,"Q6UXK5","f[(1)](id, age), f[(4)](sex, age)",0.637,0.012,0.007,0.05,0.009,0.284,1.001,189,21,11,0
"1265",1265,"Q6UY14","f[(1)](id, age), f[(2)](age)",0.496,0.054,0.001,0.018,0.003,0.427,1.001,189,21,11,0
"1266",1266,"Q6V0I7","f[(2)](age), f[(1)](id, age), f[(4)](sex, age)",0.271,0.436,0.004,0.031,0.029,0.23,1.002,189,21,11,0
"1267",1267,"Q6WN34","f[(1)](id, age), f[(4)](sex, age)",0.543,0.019,0.001,0.055,0.004,0.377,1.001,108,12,9,0
"1268",1268,"Q6XQN6","f[(2)](age), f[(1)](id, age)",0.162,0.251,0.003,0.003,0.005,0.578,1.001,189,21,11,0
"1269",1269,"Q6YHK3","f[(1)](id, age), f[(2)](age)",0.741,0.064,0.002,0.002,0.005,0.186,1.001,189,21,11,0
"1270",1270,"Q6ZMI3","f[(3)](diseaseAge), f[(1)](id, age), f[(5)](group)",0.095,0.025,0.518,0.005,0.071,0.286,1.002,99,11,4,0
"1271",1271,"Q6ZMJ2","f[(1)](id, age), f[(2)](age)",0.17,0.044,0.005,0.036,0.002,0.743,1.002,162,18,8,0
"1272",1272,"Q70J99","f[(2)](age), f[(1)](id, age)",0.099,0.113,0.003,0.011,0.004,0.77,1.002,180,20,11,0
"1273",1273,"Q76LX8","f[(1)](id, age)",0.474,0.015,0,0.013,0.001,0.496,1.002,189,21,11,0
"1274",1274,"Q76M96","f[(2)](age), f[(1)](id, age)",0.184,0.395,0.004,0.012,0.005,0.399,1.001,188,21,11,0
"1275",1275,"Q7KZF4","f[(1)](id, age)",0.637,0.019,0.001,0.002,0.011,0.33,1.002,180,20,11,0
"1276",1276,"Q7L576","f[(1)](id, age), f[(4)](sex, age), f[(5)](group)",0.093,0.02,0.015,0.038,0.028,0.805,1.002,108,12,9,0
"1277",1277,"Q9H8S9","f[(1)](id, age), f[(4)](sex, age)",0.314,0.006,0.002,0.086,0.005,0.587,1.005,135,15,11,0
"1278",1278,"Q7LFX5","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.223,0.056,0.008,0.056,0.024,0.633,1.001,135,15,8,0
"1279",1279,"Q7LGC8","f[(1)](id, age), f[(5)](group), f[(2)](age)",0.294,0.137,0.003,0.003,0.25,0.312,1.001,189,21,11,0
"1280",1280,"Q7Z3B1","f[(1)](id, age), f[(2)](age), f[(5)](group)",0.304,0.124,0.004,0.005,0.051,0.513,1.003,189,21,11,0
"1281",1281,"Q7Z406","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.409,0.083,0.013,0.074,0.021,0.401,1.002,108,12,5,0
"1282",1282,"Q7Z5L0","f[(1)](id, age), f[(2)](age)",0.648,0.032,0.001,0.002,0.021,0.296,1.001,144,16,11,0
"1283",1283,"Q7Z7M0","f[(1)](id, age), f[(2)](age)",0.518,0.065,0.003,0.019,0.001,0.395,1.001,189,21,11,0
"1284",1284,"Q7Z7M8","f[(1)](id, age), f[(2)](age)",0.75,0.047,0.003,0.02,0.004,0.176,1.001,189,21,11,0
"1285",1285,"Q7Z7M9","f[(1)](id, age), f[(2)](age)",0.599,0.082,0.005,0.036,0.004,0.274,1.002,180,20,11,0
"1286",1286,"Q86SF2","f[(2)](age), f[(1)](id, age)",0.236,0.392,0.001,0.007,0.016,0.347,1.002,189,21,11,0
"1287",1287,"Q86SQ4","f[(1)](id, age)",0.685,0.011,0.004,0.004,0.001,0.295,1.001,189,21,11,0
"1288",1288,"Q86SR1","f[(1)](id, age), f[(3)](diseaseAge)",0.482,0.005,0.194,0.017,0.024,0.278,1.016,162,18,9,0
"1289",1289,"Q86T13","f[(1)](id, age), f[(5)](group)",0.664,0.008,0.001,0.008,0.076,0.244,1.002,151,17,9,0
"1290",1290,"Q86TY3","f[(2)](age), f[(1)](id, age)",0.356,0.445,0.002,0.003,0.003,0.191,1.001,153,17,11,0
"1291",1291,"Q86U17","f[(1)](id, age)",0.601,0.036,0.001,0.002,0.001,0.359,1.002,189,21,11,0
"1292",1292,"Q86UD1","f[(1)](id, age), f[(2)](age)",0.725,0.029,0.003,0.009,0.022,0.211,1.001,189,21,11,0
"1293",1293,"Q86UN3","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.346,0.083,0.005,0.06,0.006,0.499,1.001,189,21,11,0
"1294",1294,"Q86UX7","f[(2)](age), f[(1)](id, age)",0.094,0.126,0.002,0.021,0,0.758,1.002,189,21,11,0
"1295",1295,"Q86VP6","f[(2)](age), f[(1)](id, age)",0.126,0.243,0.006,0.001,0,0.624,1.001,189,21,11,0
"1296",1296,"Q86VZ4","f[(5)](group), f[(1)](id, age), f[(2)](age)",0.201,0.141,0.01,0.002,0.206,0.441,1.002,180,20,10,0
"1297",1297,"Q86WI1","f[(1)](id, age), f[(4)](sex, age)",0.75,0.023,0.006,0.052,0.003,0.166,1.001,189,21,11,0
"1298",1298,"Q86X29","f[(1)](id, age), f[(5)](group)",0.214,0.017,0.002,0.001,0.069,0.696,1.001,162,18,10,0
"1299",1299,"Q86YW5","f[(1)](id, age), f[(2)](age)",0.144,0.084,0.001,0.009,0.001,0.761,1.002,189,21,11,0
"1300",1300,"Q8IUI8","f[(1)](id, age), f[(4)](sex, age)",0.26,0.039,0.008,0.078,0.002,0.613,1.003,144,16,9,0
"1301",1301,"Q8IUK5","f[(1)](id, age), f[(5)](group)",0.479,0.01,0.014,0.005,0.028,0.465,1.001,180,20,10,0
"1302",1302,"Q8IUK8","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.537,0.123,0.001,0.049,0.002,0.289,1.002,162,18,8,0
"1303",1303,"Q8IUX7","f[(1)](id, age), f[(2)](age)",0.516,0.054,0.001,0.003,0.001,0.425,1.003,162,18,11,0
"1304",1304,"Q8IWK6","f[(1)](id, age), f[(5)](group), f[(4)](sex, age)",0.427,0.01,0.012,0.041,0.077,0.433,1.002,135,15,9,0
"1305",1305,"Q8IWL2","f[(1)](id, age), f[(2)](age)",0.508,0.164,0.002,0.004,0.042,0.281,1.003,171,19,11,0
"1306",1306,"Q8IWU5","f[(1)](id, age), f[(2)](age)",0.468,0.059,0.008,0.005,0.01,0.45,1.001,153,17,7,0
